UID,Site ID,State,Date Collected,Chlorophyll A,Dissolved Inorganic Nitrogen,Ammonia,Nitrate/Nitrite,Total Nitrogen,Total Phosphorus,Dissolved Inorganic Phosphate,Waterbody Name,NCCR Region,EPA Region,Province,NCA Region,Latitude,Longitude
339,NCCA10-1158,NC,6/28/2010,4.04,0.124,0.031,0.093,0.7935,0.02490475,0.021,Alligator River,Southeast,4,Carolinian Province,East Coast,35.65824,-76.03981
340,NCCA10-1152,NC,6/30/2010,2.55,0.01,0.003,0.007,0.3255,0.027556,0.008,Pamlico Sound,Southeast,4,Carolinian Province,East Coast,35.21057,-75.70743
341,NCCA10-1151,NC,7/7/2010,11.05504,0.02,0.006,0.014,0.645,0.083615,0.045,Pamlico Sound,Southeast,4,Carolinian Province,East Coast,35.08192,-76.39385
342,NCCA10-1144,NC,7/7/2010,4.93,0.015,0.001,0.014,0.3975,0.0344625,0.011,Pamlico Sound,Southeast,4,Carolinian Province,East Coast,35.47198,-75.72983
343,NCCA10-1143,NC,6/21/2010,7.27,0.004,0.004,0.0,0.388125,0.025033125,0.013,Bull Bay,Southeast,4,Carolinian Province,East Coast,35.97818,-76.38691
344,NCCA10-1140,NC,7/7/2010,7.76,0.015,0.002,0.013,0.545,0.0513,0.008,Pamlico Sound,Southeast,4,Carolinian Province,East Coast,35.59106,-75.77422
345,NCCA10-1138,NC,6/28/2010,4.13848,0.028,0.01,0.018,0.364,0.045927125,0.042,Core Sound,Southeast,4,Carolinian Province,East Coast,34.9815,-76.2356
352,NCCA10-1107,CA,6/29/2010,3.69,0.03,0.017,0.013,0.240375,0.038845125,0.024,Mission Bay,West,9,Californian Province,West Coast,32.7622,-117.24038
386,NCCA10-1667,FL,6/3/2010,2.68,0.019,0.003,0.016,0.4625,0.1696225,0.063,Hillsborough Bay,Gulf,4,West Indian Province,Gulf Coast,27.907,-82.48064
387,NCCAGL10-NPS09-037,MI,6/25/2010,0.7,0.279,0.004,0.275,0.42125,0.00401,0.006,Lake Michigan,Great Lakes,5,Great Lakes Province,Great Lakes,44.97181,-85.92133
388,NCCAGL10-1161,OH,6/24/2010,133.18,3.267,0.007,3.26,4.419,0.253108125,0.017,Lake Erie,Great Lakes,5,Great Lakes Province,Great Lakes,41.43864,-82.92601
390,NCCA10-1468,LA,7/8/2010,5.99,0.005,0.005,0.0,0.365,0.10249625,0.082,Lake Pontchartrain,Gulf,6,Louisianian Province,Gulf Coast,30.09108,-89.95858
391,NCCA10-1013,ME,6/29/2010,4.81,0.019,0.009,0.01,0.299,0.0456955,0.022,New Meadows River,Northeast,1,Acadian Province,East Coast,43.89158,-69.88325
392,NCCA10-1014,ME,8/19/2010,1.01,0.018,0.002,0.016,0.1875,0.02692125,0.011,Casco Bay,Northeast,1,Acadian Province,East Coast,43.63527,-70.1053
393,NCCA10-1012,ME,7/8/2010,1.08,0.02,0.0,0.02,0.13875,0.03761125,0.016,Casco Bay,Northeast,1,Acadian Province,East Coast,43.67636,-69.96624
394,NCCA10-1016,ME,7/1/2010,0.95,0.015,0.002,0.013,0.15375,0.01475375,0.009,Casco Bay,Northeast,1,Acadian Province,East Coast,43.73896,-69.98106
395,NCCA10-1018,ME,7/1/2010,1.14,0.015,0.002,0.013,0.17375,0.01583625,0.006,Casco Bay,Northeast,1,Acadian Province,East Coast,43.7347,-69.9574
396,NCCA10-1019,ME,6/28/2010,4.2,0.017,0.001,0.016,0.246625,0.032054375,0.026,Maquoit Bay,Northeast,1,Acadian Province,East Coast,43.8486,-70.01569
397,NCCA10-1059,ME,7/15/2010,1.84,0.016,0.004,0.012,0.2725,0.02547,0.009,Wells Embayment,Northeast,1,Acadian Province,East Coast,43.32672,-70.53719
398,NCCA10-1067,ME,7/29/2010,21.05,0.018,0.005,0.013,0.1825,0.0212075,0.015,Muscongus Bay,Northeast,1,Acadian Province,East Coast,43.83976,-69.49613
399,NCCA10-1086,ME,7/14/2010,4.6,0.011,0.0,0.011,0.2025,0.02535125,0.014,Muscle Ridge Channel/Owls Head,Northeast,1,Acadian Province,East Coast,43.97993,-69.1122
400,NCCA10-1194,GA,7/12/2010,19.33,0.022,0.009,0.013,0.49375,0.1344575,0.042,St. Simeon Sound,Southeast,4,Carolinian Province,East Coast,31.13861,-81.41628
401,NCCA10-1205,GA,7/15/2010,8.85,0.161,0.042,0.119,0.75375,0.180485,0.089,Turtle River,Southeast,4,Carolinian Province,East Coast,31.17486,-81.53159
402,NCCA10-1329,LA,6/28/2010,7.36,0.009,0.009,0.0,0.645625,0.111469875,0.098,Lake De Cade,Gulf,6,Louisianian Province,Gulf Coast,29.38393,-90.85211
403,NCCA10-1450,LA,7/11/2010,3.33,0.118,0.077,0.041,0.6575,0.20256375,0.132,Blind River,Gulf,6,Louisianian Province,Gulf Coast,30.21511,-90.60951
404,NCCA10-1454,LA,7/13/2010,4.95,0.004,0.004,0.0,0.34625,0.11968125,0.097,Lake Pontchartrain,Gulf,6,Louisianian Province,Gulf Coast,30.23777,-90.2415
405,NCCA10-1458,LA,7/13/2010,6.28,0.005,0.005,0.0,0.39125,0.11454375,0.087,Lake Pontchartrain,Gulf,6,Louisianian Province,Gulf Coast,30.28023,-90.07732
406,NCCA10-1462,LA,7/14/2010,5.13,0.003,0.003,0.0,0.365,0.112485,0.09,Lake Pontchartrain,Gulf,6,Louisianian Province,Gulf Coast,30.17251,-90.11389
407,NCCA10-1466,LA,7/8/2010,2.19,0.009,0.009,0.0,0.36625,0.0929225,0.086,Lake Pontchartrain,Gulf,6,Louisianian Province,Gulf Coast,30.17929,-89.97211
417,NCCA10-1225,WA,7/9/2010,6.10032,0.009,0.001,0.008,0.23,0.040465,0.011,Puget Sound,West,10,Columbian Province,West Coast,47.72455,-122.465433
418,NCCA10-1228,WA,7/6/2010,1.43,0.018,0.007,0.011,0.21,0.03783,0.026,Carr Inlet,West,10,Columbian Province,West Coast,47.286183,-122.732983
419,NCCA10-1232,WA,7/8/2010,4.24,0.215,0.031,0.184,0.3825,0.06229875,0.061,Colvos/Dalco Passage,West,10,Columbian Province,West Coast,47.350083,-122.5286
420,NCCA10-1233,WA,7/9/2010,22.2,0.009,0.001,0.008,0.3475,0.06573875,0.017,Port Orchard,West,10,Columbian Province,West Coast,47.671833,-122.61025
422,NCCA10-1244,WA,7/10/2010,6.26,0.009,0.001,0.008,0.24125,0.04183,0.01,Puget Sound,West,10,Columbian Province,West Coast,47.80405,-122.457533
423,NCCAGL10-GLBA10-042,MI,7/15/2010,0.31,0.264,0.008,0.256,0.39,0.0026325,0.005,Lake Huron,Great Lakes,5,Great Lakes Province,Great Lakes,45.34836,-83.50978
424,NCCAGL10-GLBA10-058,MI,7/12/2010,1.37,0.08,0.015,0.065,0.29875,0.00451625,0.005,Lake Huron,Great Lakes,5,Great Lakes Province,Great Lakes,45.074434,-83.38436
425,NCCAGL10-GLBA10-078,MI,7/16/2010,0.64,0.135,0.012,0.123,0.3175,0.00555625,0.007,Lake Huron,Great Lakes,5,Great Lakes Province,Great Lakes,45.65982,-84.44447
426,NCCAGL10-GLBA10-090,MI,7/14/2010,0.33,0.232,0.007,0.225,0.3775,0.00348875,0.005,Lake Huron,Great Lakes,5,Great Lakes Province,Great Lakes,45.25262,-83.39523
427,NCCAGL10-GLBA10-122,MI,7/13/2010,0.52,0.009,0.009,0.0,0.1675,0.00636875,0.016,Lake Huron,Great Lakes,5,Great Lakes Province,Great Lakes,45.086148,-83.311473
428,NCCAGL10-GLBA10-143,MI,6/24/2010,3.26,0.173,0.012,0.161,0.79375,0.03511625,0.017,Lake Michigan,Great Lakes,5,Great Lakes Province,Great Lakes,44.884264,-85.425171
429,NCCAGL10-GLBA10-154,MI,7/15/2010,0.32578,0.263,0.006,0.257,0.36625,0.00223375,0.005,Lake Huron,Great Lakes,5,Great Lakes Province,Great Lakes,45.34912,-83.50802
431,NCCAGL10-NPS09-011,MI,6/26/2010,0.81,0.28,0.007,0.273,0.42625,0.00433275,0.015,Lake Michigan,Great Lakes,5,Great Lakes Province,Great Lakes,44.87776,-86.07401
432,NCCAGL10-NPS09-027,MI,6/26/2010,0.83,0.279,0.005,0.274,0.4305,0.004151,0.015,Lake Michigan,Great Lakes,5,Great Lakes Province,Great Lakes,44.85867,-86.07404
433,NCCAGL10-NPS09-028,MI,7/7/2010,0.78,0.289,0.005,0.284,0.4375,0.00316375,0.005,Lake Michigan,Great Lakes,5,Great Lakes Province,Great Lakes,44.74514,-86.09213
434,NCCAGL10-NPS09-032,MI,7/7/2010,0.91,0.293,0.008,0.285,0.4725,0.00393125,0.005,Lake Michigan,Great Lakes,5,Great Lakes Province,Great Lakes,44.72057,-86.17643
436,NCCAGL10-NPS09-039,MI,6/25/2010,0.74,0.304,0.011,0.293,0.424,0.00356525,0.003,Lake Michigan,Great Lakes,5,Great Lakes Province,Great Lakes,44.91573,-86.04709
437,NCCAGL10-NPS09-043,MI,6/25/2010,1.12,0.286,0.004,0.282,0.433375,0.005232875,0.003,Lake Michigan,Great Lakes,5,Great Lakes Province,Great Lakes,44.90145,-86.07031
438,NCCAGL10-NPS09-048,MI,7/7/2010,0.9,0.299,0.009,0.29,0.465,0.0036925,0.005,Lake Michigan,Great Lakes,5,Great Lakes Province,Great Lakes,44.71997,-86.1795
447,NCCAGL10-2092,MI,7/11/2010,2.52,0.17,0.009,0.161,0.39375,0.00453625,0.005,Lake Huron,Great Lakes,5,Great Lakes Province,Great Lakes,43.96071,-83.29995
448,NCCAGL10-2046,MI,7/8/2010,0.88,0.274,0.01,0.264,0.44875,0.00474875,0.005,Lake Michigan,Great Lakes,5,Great Lakes Province,Great Lakes,45.04262,-85.76017
449,NCCAGL10-2004,MI,7/1/2010,0.56,0.339,0.004,0.335,0.4375,0.00291625,0.006,Lake Superior,Great Lakes,5,Great Lakes Province,Great Lakes,46.69295,-85.79116
450,NCCAGL10-1168,MI,6/16/2010,2.86,0.423,0.067,0.356,0.5925,0.045025,0.015,Lake Erie,Great Lakes,5,Great Lakes Province,Great Lakes,41.92839,-83.23315
451,NCCAGL10-1131,MI,6/30/2010,0.95,0.163,0.008,0.155,0.353875,0.00704925,0.006,Lake Huron,Great Lakes,5,Great Lakes Province,Great Lakes,44.85872,-83.31787
452,NCCAGL10-1128,MI,7/9/2010,0.3,0.272,0.01,0.262,0.38125,0.00202375,0.005,Lake Huron,Great Lakes,5,Great Lakes Province,Great Lakes,44.42802,-83.2839
453,NCCAGL10-1127,MI,7/1/2010,1.11,0.162,0.009,0.153,0.3475,0.00485625,0.004,Lake Huron,Great Lakes,5,Great Lakes Province,Great Lakes,44.84466,-83.30415
454,NCCAGL10-1126,MI,6/10/2010,0.64,0.283,0.003,0.28,0.3475,0.0051175,0.005,Lake Huron,Great Lakes,5,Great Lakes Province,Great Lakes,45.958,-84.15998
455,NCCAGL10-1117,MI,7/9/2010,0.32,0.268,0.01,0.258,0.37375,0.0,0.005,Lake Huron,Great Lakes,5,Great Lakes Province,Great Lakes,44.41742,-83.25967
456,NCCAGL10-1112,MI,7/16/2010,1.71,0.225,0.009,0.216,0.43375,0.00761125,0.005,Lake Huron,Great Lakes,5,Great Lakes Province,Great Lakes,43.76303,-82.6136
457,NCCAGL10-1111,MI,7/10/2010,4.48,0.186,0.006,0.18,0.475,0.009845,0.006,Lake Huron,Great Lakes,5,Great Lakes Province,Great Lakes,43.98792,-83.64326
458,NCCAGL10-1110,MI,7/2/2010,1.12,0.185,0.013,0.172,0.3475,0.00714125,0.004,Lake Huron,Great Lakes,5,Great Lakes Province,Great Lakes,44.97528,-83.44225
459,NCCAGL10-1109,MI,7/15/2010,3.35,0.151,0.01,0.141,0.3725,0.00612125,0.005,Lake Huron,Great Lakes,5,Great Lakes Province,Great Lakes,44.0583,-82.89004
460,NCCAGL10-1107,MI,7/8/2010,0.71,0.26,0.004,0.256,0.38,0.00342375,0.005,Lake Huron,Great Lakes,5,Great Lakes Province,Great Lakes,45.36531,-83.55911
461,NCCAGL10-1105,MI,7/9/2010,0.29,0.257,0.011,0.246,0.36125,0.0021325,0.004,Lake Huron,Great Lakes,5,Great Lakes Province,Great Lakes,45.18867,-83.33407
462,NCCAGL10-1104,MI,6/11/2010,1.65,0.216,0.011,0.205,0.3025,0.00330125,0.003,Lake Huron,Great Lakes,5,Great Lakes Province,Great Lakes,45.960359,-84.419167
463,NCCAGL10-1102,MI,7/13/2010,10.49,0.19,0.003,0.187,0.8425,0.01527625,0.005,Lake Huron,Great Lakes,5,Great Lakes Province,Great Lakes,43.88018,-83.43679
464,NCCAGL10-1101,MI,7/10/2010,0.94,0.21,0.009,0.201,0.365,0.0038375,0.006,Lake Huron,Great Lakes,5,Great Lakes Province,Great Lakes,45.00673,-83.35907
465,NCCAGL10-1099,MI,7/14/2010,0.92,0.234,0.004,0.23,0.39625,0.00273125,0.004,Lake Huron,Great Lakes,5,Great Lakes Province,Great Lakes,44.00489,-83.22771
466,NCCAGL10-1097,MI,7/8/2010,0.53,0.253,0.01,0.243,0.3875,0.0029725,0.005,Lake Huron,Great Lakes,5,Great Lakes Province,Great Lakes,45.37805,-83.64798
467,NCCAGL10-1078,MI,7/7/2010,0.5,0.221,0.007,0.214,0.38125,0.0036425,0.003,Lake Michigan,Great Lakes,5,Great Lakes Province,Great Lakes,45.93911,-85.9154
468,NCCAGL10-1076,MI,6/8/2010,0.42,0.259,0.005,0.254,0.33625,0.005025,0.004,Lake Michigan,Great Lakes,5,Great Lakes Province,Great Lakes,45.42599,-85.02318
469,NCCAGL10-1073,MI,7/6/2010,0.76,0.147,0.01,0.137,0.32125,0.00434875,0.004,Lake Michigan,Great Lakes,5,Great Lakes Province,Great Lakes,46.0513,-85.24123
471,NCCAGL10-1067,MI,7/7/2010,0.3,0.227,0.007,0.22,0.37125,0.00338,0.006,Lake Michigan,Great Lakes,5,Great Lakes Province,Great Lakes,45.93439,-85.72013
472,NCCAGL10-1064,MI,6/7/2010,0.23,0.188,0.006,0.182,0.27875,0.00422875,0.003,Lake Michigan,Great Lakes,5,Great Lakes Province,Great Lakes,45.79769,-84.79224
473,NCCAGL10-1054,MI,6/9/2010,0.42,0.165,0.012,0.153,0.34,0.00656125,0.006,Lake Michigan,Great Lakes,5,Great Lakes Province,Great Lakes,45.00091,-85.47687
485,NCCAGL10-1046,MI,6/4/2010,0.23,0.218,0.003,0.215,0.29375,0.00291125,0.004,Lake Michigan,Great Lakes,5,Great Lakes Province,Great Lakes,45.93788,-84.99376
486,NCCAGL10-1042,MI,7/7/2010,0.34,0.328,0.005,0.323,0.4225,0.00278625,0.006,Lake Superior,Great Lakes,5,Great Lakes Province,Great Lakes,46.50116,-84.6687
487,NCCAGL10-1038,MI,7/7/2010,0.34,0.332,0.002,0.33,0.41625,0.00278375,0.005,Lake Superior,Great Lakes,5,Great Lakes Province,Great Lakes,46.45794,-84.83347
488,NCCAGL10-1032,MI,6/28/2010,0.99,0.308,0.004,0.304,0.408125,0.00430925,0.003,Lake Superior,Great Lakes,5,Great Lakes Province,Great Lakes,46.87089,-88.2358
489,NCCAGL10-1025,MI,6/27/2010,1.39,0.322,0.003,0.319,0.438125,0.006830375,0.002,Lake Superior,Great Lakes,5,Great Lakes Province,Great Lakes,46.58182,-90.40627
490,NCCAGL10-1006,MI,6/28/2010,0.45,0.338,0.004,0.334,0.423875,0.00326925,0.004,Lake Superior,Great Lakes,5,Great Lakes Province,Great Lakes,46.887,-88.32425
494,NCCAGL10-1003,MI,6/15/2010,0.89,0.346,0.001,0.345,0.4025,0.00249875,0.005,Lake Superior,Great Lakes,5,Great Lakes Province,Great Lakes,47.38871,-87.92463
495,NCCA10-2120,CA,7/13/2010,2.43,0.041,0.026,0.015,0.21125,0.0409975,0.028,Newport Bay,West,9,Californian Province,West Coast,33.60933,-117.89683
496,NCCA10-2116,CA,7/14/2010,2.48,0.011,0.0,0.011,0.26875,0.03269,0.01,Long Beach Harbor,West,9,Californian Province,West Coast,33.73193,-118.15742
497,NCCA10-2112,CA,7/14/2010,3.34,0.011,0.0,0.011,0.365,0.04183125,0.013,Long Beach Harbor,West,9,Californian Province,West Coast,33.74186,-118.17581
498,NCCA10-1202,GA,7/20/2010,21.05,0.075,0.009,0.066,0.6825,0.1312875,0.069,Mud River,Southeast,4,Carolinian Province,East Coast,31.50769,-81.35358
499,NCCA10-1131,CA,7/15/2010,4.4,0.01,0.0,0.01,0.25125,0.03651125,0.016,Los Angeles Harbor,West,9,Californian Province,West Coast,33.77032,-118.2216
500,NCCA10-1128,CA,7/15/2010,3.68,0.01,0.0,0.01,0.30375,0.03835,0.007,Los Angeles Harbor,West,9,Californian Province,West Coast,33.73553,-118.26833
501,NCCA10-1120,CA,7/13/2010,2.21,0.105,0.016,0.089,0.24,0.03525875,0.026,Dana Point Harbor,West,9,Californian Province,West Coast,33.45826,-117.70135
502,NCCA10-1117,CA,7/15/2010,3.58,0.011,0.001,0.01,0.24125,0.03186625,0.011,Los Angeles Harbor,West,9,Californian Province,West Coast,33.72656,-118.21149
503,NCCA10-1113,CA,7/14/2010,2.65,0.012,0.0,0.012,0.28125,0.03466625,0.014,Long Beach Harbor,West,9,Californian Province,West Coast,33.73803,-118.17936
504,NCCA10-1109,CA,7/14/2010,2.05,0.012,0.0,0.012,0.255,0.02892875,0.01,Long Beach Harbor,West,9,Californian Province,West Coast,33.7338,-118.15171
506,NCCA10-1045,NH,7/7/2010,1.58,0.053,0.016,0.037,0.444,0.031,0.026,Little Bay,Northeast,1,Acadian Province,East Coast,43.11731,-70.85667
511,NCCA10-1044,NH,7/12/2010,1.8,0.079,0.028,0.051,0.556,0.034,0.029,Little Harbor,Northeast,1,Acadian Province,East Coast,43.05984,-70.73014
512,NCCA10-1043,NH,7/19/2010,5.39,0.038,0.012,0.026,0.951,0.048,0.018,Great Bay,Northeast,1,Acadian Province,East Coast,43.06566,-70.8735
513,NCCA10-1041,NH,7/13/2010,4.57,0.086,0.007,0.079,0.492,0.025,0.023,Piscataqua River,Northeast,1,Acadian Province,East Coast,43.17126,-70.82821
